ID,OffensiveYardarge,RB,TE,Down,ToGo,TotalToGo,Formation,EPA,RusherStrength,BlockerStrength,DefenderStrength
958,-7,1,2,2,4,49,3-4,-1.976868,0.04686992018389902,0.048033463686989276,0.018916079294019075
963,3,1,2,2,10,74,3-4,-0.344598,0.02520849962944511,0.029556172413161892,0.028083177440353164
966,-4,1,1,2,8,42,3-4,-1.393322,0.02520849962944511,0.029556172413161892,0.02857649818064369
970,3,1,2,1,10,77,3-4,-0.272463,0.04686992018389902,0.048033463686989276,0.031226034874241054
978,-2,1,2,1,10,75,3-4,-0.867195,0.02520849962944511,0.029556172413161892,0.03188009936779607
980,2,2,1,2,3,67,3-4,-0.645807,0.04686992018389902,0.048033463686989276,0.028170037538271943
984,12,1,1,1,10,77,3-4,0.703965,0.02520849962944511,0.029556172413161892,0.016521359472125293
985,0,1,1,1,10,65,3-4,-0.524607,0.02520849962944511,0.029556172413161892,0.016521359472125293
990,0,1,1,2,3,30,3-4,-0.573082,0.02520849962944511,0.029556172413161892,0.013271721798615998
991,2,1,2,3,3,30,4-3,-1.11471,0.02520849962944511,0.029556172413161892,0.019902253034529204
992,0,1,1,1,10,23,3-4,-0.366524,0.02520849962944511,0.029556172413161892,0.020244568216339576
998,8,1,1,1,10,63,0-0,0.66097,0.04686992018389902,0.048033463686989276,0.031226034874241054
999,3,1,1,2,2,55,3-4,-0.12392,0.04686992018389902,0.048033463686989276,0.031226034874241054
1001,4,1,1,1,10,36,3-4,-0.038748,0.04686992018389902,0.048033463686989276,0.021280555668590363
1004,6,1,2,1,10,75,3-4,0.3279,0.02520849962944511,0.029556172413161892,0.028083177440353164
1005,7,1,1,2,4,69,3-4,0.426005,0.02520849962944511,0.029556172413161892,0.016042364310807765
1006,4,1,2,1,10,62,3-4,-0.018643,0.02520849962944511,0.029556172413161892,0.015184510504809857
1007,0,1,1,2,6,58,4-3,-0.700721,0.02520849962944511,0.029556172413161892,0.016654451338503944
1014,0,1,2,3,3,50,3-4,-1.458321,0.02520849962944511,0.029556172413161892,0.02232244359809449
1015,7,2,1,1,10,50,3-4,0.267905,0.04686992018389902,0.048033463686989276,0.031226034874241054
1018,-1,2,1,1,10,36,3-4,-0.634361,0.04686992018389902,0.048033463686989276,0.02272790337643667
1027,1,1,2,1,10,51,3-4,-0.436023,0.04686992018389902,0.048033463686989276,0.028311516369293313
1030,0,1,1,1,10,35,3-4,-0.502241,0.04686992018389902,0.048033463686989276,0.025673952728697918
1031,11,1,1,2,10,35,3-4,1.226679,0.04686992018389902,0.048033463686989276,0.020734803235017033
1032,8,1,1,1,10,24,3-4,0.391944,0.04686992018389902,0.048033463686989276,0.028170037538271943
1036,19,1,3,1,10,78,3-4,1.116189,0.013113629576540367,0.029233425629286713,0.027399142509655687
1038,5,1,3,2,10,59,0-0,-0.048768,0.013113629576540367,0.029233425629286713,0.027399142509655687
1041,4,1,2,3,2,64,4-3,0.985338,0.020395248825219717,0.05300431051629475,0.01935025700180697
1042,0,2,2,1,10,60,4-3,-0.502392,0.020395248825219717,0.05300431051629475,0.01935025700180697
1044,1,2,2,3,2,52,3-4,-0.999954,0.020395248825219717,0.05300431051629475,0.023696971443838793
1051,1,2,2,2,10,66,4-3,-0.784756,0.020395248825219717,0.05300431051629475,0.03218288631615573
1063,3,2,1,2,8,71,4-3,-0.409572,0.020395248825219717,0.05300431051629475,0.021875201924674178
1067,4,1,2,1,10,45,3-4,-0.097401,0.013113629576540367,0.029233425629286713,0.025217985813463427
1069,0,1,2,1,10,33,3-4,-0.470445,0.013113629576540367,0.029233425629286713,0.023901712545824894
1086,5,1,1,1,10,75,3-4,0.145501,0.013113629576540367,0.029233425629286713,0.013294060036393855
1087,22,1,1,2,5,70,3-4,1.413806,0.013113629576540367,0.029233425629286713,0.01661757504549232
1090,5,1,1,1,10,32,3-4,0.123769,0.013113629576540367,0.029233425629286713,0.014517735054563018
1091,0,1,1,2,5,27,3-4,-0.705775,0.013113629576540367,0.029233425629286713,0.014517735054563018
1093,3,1,1,1,10,75,4-3,-0.221613,0.020395248825219717,0.05300431051629475,0.016023695020676198
1094,2,2,2,1,10,75,4-3,-0.359615,0.020395248825219717,0.05300431051629475,0.01935025700180697
1097,1,2,1,1,10,65,4-3,-0.414336,0.020395248825219717,0.05300431051629475,0.018449391597545398
1104,6,2,1,1,10,29,4-3,0.1334,0.020395248825219717,0.05300431051629475,0.03240166386128494
1105,6,2,2,2,4,23,4-3,0.589478,0.020395248825219717,0.05300431051629475,0.03240166386128494
1109,1,1,1,1,10,75,3-4,-0.517927,0.013113629576540367,0.029233425629286713,0.025719270516912248
1111,2,1,1,1,10,69,3-4,-0.307228,0.013113629576540367,0.029233425629286713,0.01963869965663238
1112,6,1,1,2,8,67,3-4,0.001659,0.013113629576540367,0.029233425629286713,0.020906203217182256
1116,8,2,1,1,10,73,4-3,0.712415,0.020395248825219717,0.05300431051629475,0.03571849506787618
1117,10,2,2,2,2,65,4-3,0.249732,0.020395248825219717,0.05300431051629475,0.03240166386128494
1131,4,2,2,1,10,66,4-3,-0.08604,0.020395248825219717,0.05300431051629475,0.03240166386128494
1140,0,1,1,3,1,28,0-0,-0.74124,0.013113629576540367,0.029233425629286713,0.024107143281773085
1164,-1,2,2,1,10,42,4-3,-0.559464,0.020395248825219717,0.05300431051629475,0.02798215292163438
1165,-1,2,2,2,11,43,4-3,-1.111269,0.020395248825219717,0.05300431051629475,0.02798215292163438
1167,22,2,1,1,10,35,4-3,1.259146,0.04829315624473296,0.045690494697898404,0.022453919353539107
1172,5,1,1,2,10,74,3-4,-0.10686,0.005826642007296648,0.031765010644784576,0.028913907235600087
1179,2,1,1,1,10,75,4-3,-0.359615,0.04829315624473296,0.045690494697898404,0.00117827868852459
1182,5,1,2,2,20,73,4-3,-0.657437,0.04829315624473296,0.045690494697898404,0.028848127351373872
1186,-10,1,1,1,10,60,3-4,-1.378514,0.005826642007296648,0.031765010644784576,0.023986418785350808
1189,1,1,1,1,10,43,3-4,-0.431123,0.005826642007296648,0.031765010644784576,0.028913907235600087
1190,1,1,0,2,9,42,3-4,-0.705631,0.005826642007296648,0.031765010644784576,0.024387468523421444
1192,4,1,1,1,10,32,3-4,-0.028794,0.005826642007296648,0.031765010644784576,0.03468263199989525
1199,5,1,1,2,10,75,4-3,-0.074175,0.04829315624473296,0.045690494697898404,0.019370137535113574
1201,-1,1,1,1,10,72,3-4,-0.737105,0.005826642007296648,0.031765010644784576,0.029884533934322055
1206,12,2,1,2,4,44,4-3,0.716843,0.04829315624473296,0.045690494697898404,0.022343268451153538
1216,1,1,2,2,2,65,3-4,-0.937417,0.005826642007296648,0.031765010644784576,0.0297850402059731
1219,0,1,1,2,10,39,3-4,-4.080981,0.005826642007296648,0.031765010644784576,0.0269683995782854
1229,-1,2,2,1,10,73,0-0,-0.755015,0.005826642007296648,0.031765010644784576,0.028913907235600087
1231,11,1,1,2,10,75,3-4,1.361493,0.005826642007296648,0.031765010644784576,0.028913907235600087
1236,7,1,2,2,2,72,4-3,0.012198,0.04829315624473296,0.045690494697898404,0.0075724866863593554
1241,1,1,1,1,10,75,3-4,-0.517927,0.005826642007296648,0.031765010644784576,0.0324669408246098
1242,3,1,1,2,3,68,4-3,0.064389,0.005826642007296648,0.031765010644784576,0.021109189326428048
1249,1,1,2,2,10,68,4-3,-0.737133,0.04829315624473296,0.045690494697898404,0.02061147642635867
1252,7,1,1,1,20,39,4-3,0.088903,0.04829315624473296,0.045690494697898404,0.010594140714342611
1256,3,1,2,2,1,66,3-4,-0.28994,0.005826642007296648,0.031765010644784576,0.03134144633182485
1257,2,1,1,1,10,63,4-3,-0.285071,0.005826642007296648,0.031765010644784576,0.01916368166911336
1259,2,1,2,1,10,45,4-3,-0.283832,0.04829315624473296,0.045690494697898404,0.02458606684442375
1269,27,1,1,1,10,75,4-3,1.592827,0.04829315624473296,0.045690494697898404,0.02458606684442375
1270,3,1,3,1,10,48,4-3,-0.19003,0.04829315624473296,0.045690494697898404,0.02458606684442375
1276,5,1,1,2,1,69,3-4,-0.204454,0.005826642007296648,0.031765010644784576,0.01463487551282437
1280,11,1,1,1,10,50,3-4,0.543569,0.005826642007296648,0.031765010644784576,0.019572916591597978
1281,7,1,1,1,10,39,3-4,0.516991,0.005826642007296648,0.031765010644784576,0.028913907235600087
1282,6,1,1,2,3,32,0-0,0.378955,0.005826642007296648,0.031765010644784576,0.028913907235600087
1283,2,1,2,1,10,26,3-4,-0.251616,0.005826642007296648,0.031765010644784576,0.0297850402059731
1290,5,1,2,1,10,74,3-4,0.137739,0.005826642007296648,0.031765010644784576,0.03134144633182485
1291,2,1,2,2,5,69,3-4,-0.602465,0.005826642007296648,0.031765010644784576,0.03134144633182485
1292,0,2,2,1,10,62,3-4,-0.582421,0.005826642007296648,0.031765010644784576,0.0324669408246098
1293,-1,2,2,2,10,62,3-4,-1.234848,0.005826642007296648,0.031765010644784576,0.0324669408246098
1294,1,2,1,1,10,78,3-4,-0.545407,0.034504702145227065,0.03653071949347159,0.027999700162010727
1295,6,2,0,2,9,77,3-4,0.159386,0.034504702145227065,0.03653071949347159,0.030057538032467836
1297,0,2,1,1,10,45,3-4,-0.54135,0.02730564513909665,0.03466522418023544,0.01769501569528535
1299,5,1,1,1,10,32,3-4,0.123769,0.02730564513909665,0.03466522418023544,0.01769501569528535
1305,2,2,0,1,10,64,3-4,-0.277557,0.034504702145227065,0.03653071949347159,0.018172844029042144
1308,0,1,2,2,5,77,3-4,-0.777121,0.02730564513909665,0.03466522418023544,0.015256903574152672
1319,2,1,1,1,10,30,3-4,-0.271037,0.02730564513909665,0.03466522418023544,0.013365463674361415
1322,4,1,1,1,10,75,4-3,-0.05709,0.034504702145227065,0.03653071949347159,0.024186932906312707
1323,15,1,1,2,6,71,3-4,1.090502,0.034504702145227065,0.03653071949347159,0.024186932906312707
1324,5,1,1,1,10,56,4-3,-0.001375,0.034504702145227065,0.03653071949347159,0.024186932906312707
1326,2,1,1,1,10,44,3-4,-0.286362,0.034504702145227065,0.03653071949347159,0.02578501237821118
1328,4,1,3,1,10,42,3-4,-0.082714,0.02730564513909665,0.03466522418023544,0.015774391874409845
1335,7,1,1,2,3,76,3-4,0.387311,0.034504702145227065,0.03653071949347159,0.030057538032467836
1337,3,1,1,2,6,65,3-4,-0.372151,0.034504702145227065,0.03653071949347159,0.026143199898440172
1342,18,2,1,1,10,71,3-4,0.951526,0.02730564513909665,0.03466522418023544,0.009423761402406174
1343,6,2,2,1,10,53,3-4,0.199678,0.02730564513909665,0.03466522418023544,0.015604976727259844
1350,7,1,1,1,10,76,3-4,0.602488,0.02730564513909665,0.03466522418023544,0.017119449798674097
1351,2,1,1,2,3,69,3-4,-0.583767,0.02730564513909665,0.03466522418023544,0.017119449798674097
1352,0,2,2,3,1,67,3-4,-1.912463,0.02730564513909665,0.03466522418023544,0.015638022830678663
1354,9,1,1,1,10,22,3-4,0.349519,0.034504702145227065,0.03653071949347159,0.030057538032467836
1359,-1,1,1,1,10,64,3-4,-0.649644,0.034504702145227065,0.03653071949347159,0.02578501237821118
1364,5,1,1,1,10,28,3-4,0.093545,0.02730564513909665,0.03466522418023544,0.017108566878082404
1367,5,2,1,1,15,23,3-4,-0.29247,0.02730564513909665,0.03466522418023544,0.013753313423330112
1369,2,1,1,1,10,75,4-3,-0.359615,0.034504702145227065,0.03653071949347159,0.024993815170758004
1370,3,1,1,2,8,73,3-4,-0.334547,0.034504702145227065,0.03653071949347159,0.024993815170758004
1379,-6,1,1,1,10,55,3-4,-1.076039,0.034504702145227065,0.03653071949347159,0.020722504653583322
1387,1,1,1,1,10,68,3-4,-0.421994,0.02730564513909665,0.03466522418023544,0.015806390748239817
1389,-4,1,3,3,1,59,0-0,-2.271208,0.02730564513909665,0.03466522418023544,0.015088760237165334
1390,4,2,0,1,10,73,3-4,-0.056741,0.034504702145227065,0.03653071949347159,0.02578501237821118
1393,33,1,1,2,7,59,3-4,2.101301,0.034504702145227065,0.03653071949347159,0.021080692173812313
1395,3,1,1,2,6,22,3-4,-0.111527,0.034504702145227065,0.03653071949347159,0.021870674244183517
1407,-2,1,3,1,10,27,0-0,-0.491142,0.02730564513909665,0.03466522418023544,0.015088760237165334
1409,9,1,1,1,10,75,3-4,0.956543,0.0656582180798903,0.040371172852227945,0.03561358975508155
1411,7,1,3,1,10,65,3-4,0.417037,0.0656582180798903,0.040371172852227945,0.02947576114879219
1412,18,1,2,2,3,58,3-4,0.947842,0.0656582180798903,0.040371172852227945,0.027195066750359053
1416,0,1,3,2,7,27,0-0,-0.540654,0.0656582180798903,0.040371172852227945,0.012633646065475106
1424,-3,1,1,1,10,43,0-0,-0.698818,0.0656582180798903,0.040371172852227945,0.014146915122790156
1429,2,1,2,1,10,75,3-4,-0.376269,0.009620583780923406,0.034712080305243136,0.01575451909436175
1433,2,1,1,3,1,53,3-4,0.261676,0.009620583780923406,0.034712080305243136,0.020516913056325456
1434,0,1,1,1,10,51,3-4,-1.266199,0.009620583780923406,0.034712080305243136,0.014813061889668662
1437,8,1,2,2,6,31,3-4,0.817369,0.009620583780923406,0.034712080305243136,0.0169819051402826
1438,21,1,0,1,10,23,3-4,1.474561,0.009620583780923406,0.034712080305243136,0.013735191772691252
1440,1,2,1,1,10,75,3-4,-0.491758,0.0656582180798903,0.040371172852227945,0.019057178007821644
1442,0,2,2,1,10,57,3-4,-0.448132,0.0656582180798903,0.040371172852227945,0.01233085656471419
1453,5,1,3,1,10,75,3-4,0.138211,0.0656582180798903,0.040371172852227945,0.03436629115305427
1455,1,1,1,1,10,65,3-4,-0.414336,0.0656582180798903,0.040371172852227945,0.03561358975508155
1460,-5,1,1,1,10,48,4-3,-1.066492,0.009620583780923406,0.034712080305243136,0.01357446537488064
1473,-1,1,2,1,10,75,0-0,-0.78828,0.009620583780923406,0.034712080305243136,0.021953974240788987
1474,1,1,1,1,10,74,3-4,-0.503125,0.009620583780923406,0.034712080305243136,0.02571737374261792
1480,0,1,1,1,10,40,3-4,-0.513382,0.0656582180798903,0.040371172852227945,0.019057178007821644
1484,5,1,1,2,10,75,3-4,-0.082691,0.009620583780923406,0.034712080305243136,0.019729722462933422
1486,4,1,2,1,10,66,3-4,-0.08604,0.0656582180798903,0.040371172852227945,0.03407102953659821
1490,18,1,1,2,6,32,0-0,1.408993,0.0656582180798903,0.040371172852227945,0.004361158795266257
1499,16,1,1,2,6,48,3-4,1.270105,0.009620583780923406,0.034712080305243136,0.01642656805792748
1500,0,1,1,1,10,32,3-4,-0.448775,0.009620583780923406,0.034712080305243136,0.01642656805792748
1502,1,1,1,3,3,25,4-3,-0.516826,0.009620583780923406,0.034712080305243136,0.021858530848928182
1508,11,2,2,1,10,66,3-4,0.542487,0.0656582180798903,0.040371172852227945,0.01588951131022261
1509,5,1,1,1,10,55,3-4,0.001775,0.0656582180798903,0.040371172852227945,0.017823129833034974
1510,3,2,1,2,5,50,3-4,-0.051326,0.0656582180798903,0.040371172852227945,0.01588951131022261
1512,19,1,1,1,10,39,3-4,1.05332,0.0656582180798903,0.040371172852227945,0.00985444968732586
1517,7,1,1,1,10,48,3-4,0.257293,0.009620583780923406,0.034712080305243136,0.02296071445143188
1525,2,2,2,1,10,68,0-0,-0.30855900000000003,0.0656582180798903,0.040371172852227945,0.011033367140721046
1526,-4,2,2,2,8,66,0-0,-1.307922,0.0656582180798903,0.040371172852227945,0.01404230846604663
1527,-2,1,1,3,12,70,3-4,-0.866718,0.0656582180798903,0.040371172852227945,0.010226369069577475
1528,1,1,0,1,10,79,4-3,-0.585267,0.009620583780923406,0.034712080305243136,0.02296071445143188
1536,8,1,1,1,10,75,3-4,0.880613,0.043873864767647694,0.039822578434078174,0.03100961328017658
1538,2,2,1,3,1,66,3-4,0.733722,0.043873864767647694,0.039822578434078174,0.025289840006151615
1539,2,1,2,1,10,64,3-4,-0.285418,0.043873864767647694,0.039822578434078174,0.02979741765672125
1541,4,2,1,1,10,53,3-4,-0.078474,0.043873864767647694,0.039822578434078174,0.03100961328017658
1542,-2,1,1,2,6,49,3-4,-0.934975,0.043873864767647694,0.039822578434078174,0.025000895212983463
1551,3,2,2,1,10,50,3-4,-0.198822,0.02954692254945959,0.037711463390559655,0.006873941779538758
1554,4,1,2,1,10,30,3-4,-0.05812,0.02954692254945959,0.037711463390559655,0.010985351058104446
1562,1,1,1,3,2,52,4-3,-1.335318,0.043873864767647694,0.039822578434078174,0.01820038143098104
1566,-5,1,1,1,10,67,4-3,-1.164416,0.043873864767647694,0.039822578434078174,0.02319923805527479
1576,3,2,2,1,10,55,4-3,-0.189031,0.02954692254945959,0.037711463390559655,0.006873941779538758
1583,3,2,1,1,10,37,4-3,-0.19492,0.043873864767647694,0.039822578434078174,0.02632945016954144
1585,0,1,1,3,1,28,4-3,-0.74124,0.043873864767647694,0.039822578434078174,0.021647253128335053
1586,0,1,1,4,1,28,3-4,-3.420499,0.043873864767647694,0.039822578434078174,0.03100961328017658
1589,8,1,1,1,10,31,0-0,0.569811,0.043873864767647694,0.039822578434078174,0.025583758583297322
1591,1,1,1,1,10,75,3-4,-0.491758,0.02954692254945959,0.037711463390559655,0.009623518491354262
1594,5,1,1,1,10,23,3-4,0.0396,0.02954692254945959,0.037711463390559655,0.011914625623425457
1597,0,1,1,1,10,73,4-3,-0.613971,0.043873864767647694,0.039822578434078174,0.021681871637111542
1600,6,1,1,2,1,51,3-4,-4.1e-4,0.043873864767647694,0.039822578434078174,0.03100961328017658
1602,0,1,1,2,5,40,3-4,-0.764025,0.043873864767647694,0.039822578434078174,0.03100961328017658
1605,12,1,1,2,5,30,3-4,0.995437,0.043873864767647694,0.039822578434078174,0.02125676472447535
1609,7,1,1,1,10,65,0-0,0.417037,0.02954692254945959,0.037711463390559655,0.002856109182064944
1610,18,1,1,2,3,58,3-4,0.947842,0.02954692254945959,0.037711463390559655,0.0034273310184779328
1611,6,1,1,1,10,40,3-4,0.097134,0.02954692254945959,0.037711463390559655,0.011914625623425457
1618,2,1,2,1,10,75,3-4,-0.376269,0.043873864767647694,0.039822578434078174,0.018353346269308086
1619,3,1,1,2,8,73,3-4,-0.36082,0.043873864767647694,0.039822578434078174,0.018353346269308086
1627,8,1,1,1,10,60,4-3,0.447744,0.02954692254945959,0.037711463390559655,0.023048012082230382
1629,3,1,2,1,10,49,4-3,-0.189391,0.043873864767647694,0.039822578434078174,0.02125676472447535
1631,4,1,1,3,1,40,4-3,0.486891,0.043873864767647694,0.039822578434078174,0.015080272690557613
1632,6,1,1,1,10,36,4-3,0.321529,0.043873864767647694,0.039822578434078174,0.016752308995181403
1633,-1,2,1,2,4,30,3-4,-0.820454,0.043873864767647694,0.039822578434078174,0.03100961328017658
1637,6,1,1,2,10,45,3-4,-0.07293,0.02954692254945959,0.037711463390559655,0.02159446931428885
1643,3,1,1,2,6,71,3-4,-0.372102,0.043873864767647694,0.039822578434078174,0.03100961328017658
1650,6,1,2,1,10,28,3-4,0.240036,0.043873864767647694,0.039822578434078174,0.025289840006151615
1651,2,1,1,2,4,22,3-4,-0.486438,0.043873864767647694,0.039822578434078174,0.025289840006151615
1653,-1,2,2,1,15,22,3-4,-0.899286,0.043873864767647694,0.039822578434078174,0.025289840006151615
1654,-1,2,2,2,16,23,3-4,-0.7291,0.043873864767647694,0.039822578434078174,0.025289840006151615
1656,0,1,2,1,10,66,4-3,-0.551247,0.035524105404837164,0.036317746271247967,0.024520657980145525
1657,5,1,1,2,10,66,3-4,-0.174929,0.035524105404837164,0.036317746271247967,0.028343289660404676
1666,10,1,1,2,10,75,3-4,1.213995,0.02841837990600531,0.04269592179098982,0.04167740949730993
1668,3,1,1,2,10,65,3-4,-0.467849,0.02841837990600531,0.04269592179098982,0.04167740949730993
1673,4,1,2,1,10,54,3-4,-0.122282,0.02841837990600531,0.04269592179098982,0.03759141354712828
1674,2,2,1,2,6,50,3-4,-0.381633,0.02841837990600531,0.04269592179098982,0.04167740949730993
1676,2,1,2,1,10,42,3-4,-0.321738,0.02841837990600531,0.04269592179098982,0.02598697084641754
1681,3,2,1,1,10,73,3-4,-0.206971,0.035524105404837164,0.036317746271247967,0.025687082643645467
1682,5,1,1,2,7,70,3-4,-0.129971,0.035524105404837164,0.036317746271247967,0.03299595400413321
1685,3,1,2,1,10,57,3-4,-0.139344,0.02841837990600531,0.04269592179098982,0.03395935631462274
1704,9,1,1,1,10,74,3-4,1.027055,0.035524105404837164,0.036317746271247967,0.027627499998042978
1706,2,2,2,3,1,65,3-4,0.771521,0.035524105404837164,0.036317746271247967,0.029195952911548917
1707,9,1,1,1,10,63,3-4,0.874114,0.035524105404837164,0.036317746271247967,0.02968825043029689
1718,3,1,1,3,1,73,3-4,0.406981,0.02841837990600531,0.04269592179098982,0.04167740949730993
1719,14,1,2,1,10,70,3-4,0.708057,0.02841837990600531,0.04269592179098982,0.038358060076910484
1721,0,2,1,1,10,33,3-4,-0.470445,0.035524105404837164,0.036317746271247967,0.029195952911548917
1724,4,2,1,1,10,75,3-4,-0.05709,0.02841837990600531,0.04269592179098982,0.0298211023624535
1725,29,1,1,2,6,71,3-4,1.927641,0.02841837990600531,0.04269592179098982,0.03257163320071808
1727,11,1,2,2,1,33,3-4,0.592321,0.02841837990600531,0.04269592179098982,0.03547201655430268
1728,11,1,1,1,10,22,3-4,0.545382,0.02841837990600531,0.04269592179098982,0.03357853045608564
1732,7,1,1,2,5,70,3-4,0.619558,0.035524105404837164,0.036317746271247967,0.02588768473157464
